Date_1,Species,Seed Source,ID,Treatment,Block,Seedling #,HT_1,RCD_1,notes_1,Date_2,HT_2,RCD_2,Root_2,Shoot_2,Root:Shoot_2,notes_2,Date_3,HT_3,RCD_3,Root_3,Shoot_3,Root:Shoot_3,75 % mid-day water potentials_3,75% pre-dawn water potentials_3,40% mid-day water potentials_3,40% pre-dawn water potentials_3,notes,Date_4,HT_4,RCD_4,Root_4,Shoot_4,Root:Shoot_4,75% mid-day water potentials_4,75% pre-dawn water potentials_4,40% mid-day water potentials_4,40% pre-dawn water potentials_4,100% mid-day water potential_4,100% pre-dawn water potentials_4,notes_4,Date_5,HT_5,RCD_5,notes_5
5/12/22,PIMO,PIMO,571,C,11,7,8.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23,6.99,
5/12/22,PIMO,PIMO,572,C,11,8,7.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.8,6.62,
5/12/22,PIMO,PIMO,573,C,11,9,8.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,30.5,5.66,
5/12/22,PIMO,PIMO,574,C,11,10,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19,6.59,
5/12/22,PIMO,PIMO,575,C,11,11,8.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,18.4,6.58,
5/12/22,PIMO,PIMO,x,C,11,12,8.2,3,,6/24/22,15.3,3.5,7.598,8.965,0.847518126,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,576,C,11,13,11.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,23.8,7.64,
5/12/22,PIMO,PIMO,577,C,11,14,5.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.6,5.97,
5/12/22,PIMO,PIMO,578,C,11,15,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,20.5,8.05,
5/12/22,PIMO,PIMO,579,C,11,16,8.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.8,6.47,
5/12/22,PIMO,PIMO,580,C,12,1,7.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.3,6.79,
5/12/22,PIMO,PIMO,581,C,12,2,6.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,12.5,5.13,
5/12/22,PIMO,PIMO,582,C,12,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.6,6.3,
5/12/22,PIMO,PIMO,583,C,12,4,8.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,17.7,6.38,
5/12/22,PIMO,PIMO,584,C,12,5,7.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,22.5,7.72,
5/12/22,PIMO,PIMO,585,C,12,6,8.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.5,7.22,
5/12/22,PIMO,PIMO,586,C,12,7,8.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19,5.24,
5/12/22,PIMO,PIMO,587,C,12,8,6.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.2,6.79,
5/12/22,PIMO,PIMO,588,C,12,9,8.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.3,7.75,
5/12/22,PIMO,PIMO,589,C,12,10,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,26.5,7.21,
5/12/22,PIMO,PIMO,x,C,12,11,9.7,4,,6/24/22,16.1,4,8.372,9.492,0.8820059,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,590,C,12,12,10.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,19.1,6.03,
5/12/22,PIMO,PIMO,591,C,12,13,6.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,16.5,5.15,
5/12/22,PIMO,PIMO,592,C,12,14,9.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,21.2,6.92,
5/12/22,PIMO,PIMO,x,C,12,15,7,3,,6/24/22,10.5,4,7.817,8.932,0.875167936,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,x,x,
5/12/22,PIMO,PIMO,593,C,12,16,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/29/22,13.9,6.45,
5/12/22,PIMO,PIMO,940,D,1,1,8.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.2,5.27,
5/12/22,PIMO,PIMO,941,D,1,2,6.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.4,5.99,
5/12/22,PIMO,PIMO,942,D,1,3,6.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.7,5.33,
5/12/22,PIMO,PIMO,943,D,1,4,6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.7,5.97,
5/12/22,PIMO,PIMO,944,D,1,5,6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11,4.84,
5/12/22,PIMO,PIMO,945,D,1,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,12.2,4.67,
5/12/22,PIMO,PIMO,946,D,1,7,9.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.1,6.17,
5/12/22,PIMO,PIMO,947,D,1,8,7.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.7,5.5,
5/12/22,PIMO,PIMO,948,D,1,9,7.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.2,5.21,
5/12/22,PIMO,PIMO,949,D,1,10,7.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.1,6.37,
5/12/22,PIMO,PIMO,950,D,1,11,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.3,4.84,
5/12/22,PIMO,PIMO,951,D,1,12,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,16.6,5.94,
5/12/22,PIMO,PIMO,952,D,1,13,9.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.7,6.12,
5/12/22,PIMO,PIMO,x,D,1,14,9.3,4,,,,,,,,,9/7/22,19.2,6.32,13.935,15.673,0.889108658,,,-1.22,-0.29,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,953,D,1,15,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,24.2,5.11,
5/12/22,PIMO,PIMO,x,D,1,16,9.6,3,,,,,,,,,,,,,,,,,,,,12/8/22,14.1,5.73,13.514,13.108,1.030973451,,,,-0.63,-0.8,-0.75,,12/5/22,x,x,
5/12/22,PIMO,PIMO,954,D,2,1,5.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,16.1,6.38,
5/12/22,PIMO,PIMO,955,D,2,2,6.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,22.7,6.41,
5/12/22,PIMO,PIMO,956,D,2,3,5.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.4,5.62,
5/12/22,PIMO,PIMO,x,D,2,4,5.5,3,,,,,,,,,,,,,,,,,,,,12/8/22,14.6,6.32,15.272,16.408,0.93076548,,,,-1.09,-0.89,-0.83,,12/5/22,x,x,
5/12/22,PIMO,PIMO,957,D,2,5,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,10.3,5.49,
5/12/22,PIMO,PIMO,958,D,2,6,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.2,6.64,
5/12/22,PIMO,PIMO,959,D,2,7,7.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.4,6.61,
5/12/22,PIMO,PIMO,x,D,2,8,7.2,3,,,,,,,,,9/7/22,12.5,6.13,12.242,14.947,0.81902723,,,-1.01,-0.31,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,960,D,2,9,5.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,19.7,7.12,
5/12/22,PIMO,PIMO,961,D,2,10,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.3,7.28,
5/12/22,PIMO,PIMO,962,D,2,11,6.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,19.6,5.36,
5/12/22,PIMO,PIMO,963,D,2,12,8.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.2,5.19,
5/12/22,PIMO,PIMO,964,D,2,13,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,9.7,5.19,Muliple leaders
5/12/22,PIMO,PIMO,965,D,2,14,8.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,22.5,10.7,
5/12/22,PIMO,PIMO,966,D,2,15,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.6,5.64,
5/12/22,PIMO,PIMO,967,D,2,16,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,12.2,5.71,
5/12/22,PIMO,PIMO,968,D,3,1,8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21,6.7,
5/12/22,PIMO,PIMO,969,D,3,2,9.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.2,5.4,
5/12/22,PIMO,PIMO,970,D,3,3,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.7,6.4,
5/12/22,PIMO,PIMO,971,D,3,4,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.2,6.2,Multiple leaders
5/12/22,PIMO,PIMO,972,D,3,5,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.5,5.3,
5/12/22,PIMO,PIMO,973,D,3,6,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.2,6,
5/12/22,PIMO,PIMO,974,D,3,7,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.9,5.3,
5/12/22,PIMO,PIMO,975,D,3,8,5.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.9,6,
5/12/22,PIMO,PIMO,976,D,3,9,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,13.3,5.3,
5/12/22,PIMO,PIMO,977,D,3,10,5.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.2,6.3,
5/12/22,PIMO,PIMO,x,D,3,11,4.7,3,,6/24/22,8,3,8.114,9.621,0.843363476,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,978,D,3,12,10.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.4,5.6,
5/12/22,PIMO,PIMO,979,D,3,13,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,7.9,5.3,
5/12/22,PIMO,PIMO,980,D,3,14,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.9,6.9,
5/12/22,PIMO,PIMO,981,D,3,15,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,13.1,6.2,
5/12/22,PIMO,PIMO,982,D,3,16,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,19.6,6.6,
5/12/22,PIMO,PIMO,983,D,4,1,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.6,6.8,
5/12/22,PIMO,PIMO,984,D,4,2,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.5,5.3,
5/12/22,PIMO,PIMO,985,D,4,3,5.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.1,4.6,
5/12/22,PIMO,PIMO,986,D,4,4,8.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,23.9,6.3,
5/12/22,PIMO,PIMO,987,D,4,5,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.7,4.8,
5/12/22,PIMO,PIMO,988,D,4,6,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,25.5,6.3,
5/12/22,PIMO,PIMO,989,D,4,7,8.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,19.7,6.4,
5/12/22,PIMO,PIMO,990,D,4,8,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.2,4.2,
5/12/22,PIMO,PIMO,x,D,4,9,5.9,3,,6/24/22,10.6,3,7.653,8.694,0.88026225,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,991,D,4,10,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.2,6.5,
5/12/22,PIMO,PIMO,992,D,4,11,5.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,22.5,6.1,
5/12/22,PIMO,PIMO,993,D,4,12,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.6,6,
5/12/22,PIMO,PIMO,994,D,4,13,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.5,4.8,
5/12/22,PIMO,PIMO,995,D,4,14,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.2,5.6,
5/12/22,PIMO,PIMO,996,D,4,15,7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.7,4.9,
5/12/22,PIMO,PIMO,997,D,4,16,10.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.7,6.9,
5/12/22,PIMO,PIMO,998,D,5,1,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.7,6.5,
5/12/22,PIMO,PIMO,999,D,5,2,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.8,6.3,
5/12/22,PIMO,PIMO,1000,D,5,3,7.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.2,6.4,
5/12/22,PIMO,PIMO,1404,D,5,4,9.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.7,6.4,
5/12/22,PIMO,PIMO,1405,D,5,5,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,19.3,6,
5/12/22,PIMO,PIMO,x,D,5,6,8.2,4,,6/24/22,15.8,4,7.644,8.555,0.893512566,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1406,D,5,7,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.4,6.4,
5/12/22,PIMO,PIMO,1407,D,5,8,4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,16.7,5.6,
5/12/22,PIMO,PIMO,1408,D,5,9,7.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.2,6.9,
5/12/22,PIMO,PIMO,1409,D,5,10,6.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,16.2,5.7,
5/12/22,PIMO,PIMO,1410,D,5,11,7.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,23.9,6.3,
5/12/22,PIMO,PIMO,1411,D,5,12,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,13.7,5.2,
5/12/22,PIMO,PIMO,x,D,5,13,7.2,3.5,,,,,,,,,,,,,,,,,,,,12/8/22,20.5,6.59,18.381,17.355,1.05911841,,,,-0.63,-0.8,-0.75,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1412,D,5,14,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,10.4,4.9,
5/12/22,PIMO,PIMO,1413,D,5,15,7.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.9,5.3,
5/12/22,PIMO,PIMO,1414,D,5,16,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18,6.6,
5/12/22,PIMO,PIMO,1415,D,6,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.5,5.31,
5/12/22,PIMO,PIMO,1416,D,6,2,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.6,6.04,
5/12/22,PIMO,PIMO,x,D,6,3,7.7,3,,,,,,,,,,,,,,,,,,,,12/8/22,10.6,4.81,12.379,13.155,0.941011022,,,,-0.87,-0.98,-0.72,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1417,D,6,4,9.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.5,5.61,
5/12/22,PIMO,PIMO,x,D,6,5,6.5,3,,,,,,,,,9/7/22,13.8,5.2,10.953,12.673,0.864278387,,,-1.51,-0.31,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1418,D,6,6,7.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,20.7,5.77,
5/12/22,PIMO,PIMO,1419,D,6,7,7.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14,4.74,
5/12/22,PIMO,PIMO,1420,D,6,8,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.2,5.48,
5/12/22,PIMO,PIMO,1421,D,6,9,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.2,5.37,
5/12/22,PIMO,PIMO,1422,D,6,10,9.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.1,6.14,
5/12/22,PIMO,PIMO,1423,D,6,11,8.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.5,5.44,
5/12/22,PIMO,PIMO,1424,D,6,12,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.3,6.14,
5/12/22,PIMO,PIMO,1425,D,6,13,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,12.7,5.65,
5/12/22,PIMO,PIMO,1426,D,6,14,7.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.2,4.54,
5/12/22,PIMO,PIMO,1427,D,6,15,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,13.6,5.16,
5/12/22,PIMO,PIMO,1428,D,6,16,8.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17.7,5.44,
5/12/22,PIMO,PIMO,1429,D,7,1,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,13.6,5.4,
5/12/22,PIMO,PIMO,1430,D,7,2,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,16.7,5.7,
5/12/22,PIMO,PIMO,1431,D,7,3,5.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.6,6.7,
5/12/22,PIMO,PIMO,1432,D,7,4,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,17,5.8,
5/12/22,PIMO,PIMO,1433,D,7,5,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,12.9,7.2,
5/12/22,PIMO,PIMO,1434,D,7,6,9.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,24.3,6.4,
5/12/22,PIMO,PIMO,1435,D,7,7,8.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.1,6.2,
5/12/22,PIMO,PIMO,1436,D,7,8,5.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.5,6.3,
5/12/22,PIMO,PIMO,x,D,7,9,6.4,3,,6/24/22,11.5,3,7.732,8.992,0.859875445,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1437,D,7,10,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15,6.5,
5/12/22,PIMO,PIMO,1438,D,7,11,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,19.2,5.7,
5/12/22,PIMO,PIMO,1439,D,7,12,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.2,5.5,
5/12/22,PIMO,PIMO,1440,D,7,13,6.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.6,5.9,
5/12/22,PIMO,PIMO,1441,D,7,14,9.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.8,6.9,
5/12/22,PIMO,PIMO,1442,D,7,15,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.5,5.9,
5/12/22,PIMO,PIMO,1443,D,7,16,6.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.1,6.2,
5/12/22,PIMO,PIMO,1444,D,8,1,6.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,9.7,5.1,
5/12/22,PIMO,PIMO,1445,D,8,2,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,12.2,5.4,
5/12/22,PIMO,PIMO,1446,D,8,3,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11,4.4,
5/12/22,PIMO,PIMO,1447,D,8,4,8.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.9,5.9,
5/12/22,PIMO,PIMO,x,D,8,5,10.9,3,,,,,,,,,,,,,,,,,,,,12/8/22,21.7,7.33,17.951,15.337,1.170437504,,,,-0.78,-0.75,-0.62,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1448,D,8,6,5.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.7,4.4,
5/12/22,PIMO,PIMO,1449,D,8,7,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,25.7,4.5,
5/12/22,PIMO,PIMO,x,D,8,8,6.4,3,,,,,,,,,9/7/22,10.2,5.6,9.723,12.464,0.78008665,,,-0.94,-0.35,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1450,D,8,9,6.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.6,5.8,
5/12/22,PIMO,PIMO,1451,D,8,10,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.6,5.5,
5/12/22,PIMO,PIMO,1452,D,8,11,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,19,5,
5/12/22,PIMO,PIMO,1453,D,8,12,5.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,13.7,4.3,
5/12/22,PIMO,PIMO,1454,D,8,13,3.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.5,5.2,
5/12/22,PIMO,PIMO,1455,D,8,14,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.4,5.4,
5/12/22,PIMO,PIMO,1456,D,8,15,5.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.7,6.7,
5/12/22,PIMO,PIMO,1457,D,8,16,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,12.7,5.3,Multiple leaders
5/12/22,PIMO,PIMO,1458,D,9,1,6.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,16.6,5.7,
5/12/22,PIMO,PIMO,1459,D,9,2,4.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,9.8,4,
5/12/22,PIMO,PIMO,1460,D,9,3,4.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.4,5.6,
5/12/22,PIMO,PIMO,1461,D,9,4,7.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.3,6.3,
5/12/22,PIMO,PIMO,1462,D,9,5,6.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,22.2,5.5,
5/12/22,PIMO,PIMO,x,D,9,6,6.1,3,,,,,,,,,9/7/22,14,5.96,12.766,15.86,0.804918033,,,-1.64,-0.63,,,,,,,,,,,,,,,12/5/22,x,x,
5/12/22,PIMO,PIMO,x,D,9,7,4.5,2,,,,,,,,,,,,,,,,,,,,12/8/22,12.8,4.82,11.288,12.433,0.907906378,,,,-1.08,-0.82,-0.79,,12/5/22,x,x,
5/12/22,PIMO,PIMO,1463,D,9,8,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,21.7,6.6,
5/12/22,PIMO,PIMO,1464,D,9,9,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,14.6,6.4,
5/12/22,PIMO,PIMO,1465,D,9,10,6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.2,4.7,
5/12/22,PIMO,PIMO,1466,D,9,11,5.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,11.3,5.9,
5/12/22,PIMO,PIMO,1467,D,9,12,6.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,18.9,6.9,
5/12/22,PIMO,PIMO,1468,D,9,13,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,12.4,5.3,
5/12/22,PIMO,PIMO,1469,D,9,14,7.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,15.3,5.9,Multiple leaders
5/12/22,PIMO,PIMO,1470,D,9,15,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,22.1,5.7,
5/12/22,PIMO,PIMO,1471,D,9,16,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/5/22,24.1,5.8,
