sp,seed_source,id,trt,block,seedling,date_1,month_1,ht_1,rcd_1,notes_1,date_2,month_2,ht_2,rcd_2,root_2,shoot_2,rootshoot_2,notes_2,date_3,month_3,ht_3,rcd_3,root_3,shoot_3,rootshoot_3,mdwp_3,pdwp_3,notes_3,date_4,month_4,ht_4,rcd_4,root_4,shoot_4,rootshoot_4,mdwp_4,pdwp_4,100mdwp_4,100pdwp_4,notes_4,date_5,month_5,ht_5,rcd_5,notes_5
pimo,pimo,x,c,11,2,5/15/2022,May,11.5,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,22.1,7.11,22.716,16.178,1.404129064,-0.78,-0.7,-0.87,-0.89,,12/12/2022,December,x,x,
pimo,pimo,567,c,11,3,5/15/2022,May,4.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.6,6.43,
pimo,pimo,568,c,11,4,5/15/2022,May,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.2,6.82,
pimo,pimo,569,c,11,5,5/15/2022,May,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.4,5.86,
pimo,pimo,570,c,11,6,5/15/2022,May,9.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.5,6.14,
pimo,pimo,571,c,11,7,5/15/2022,May,8.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23,6.99,
pimo,pimo,572,c,11,8,5/15/2022,May,7.3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.8,6.62,
pimo,pimo,573,c,11,9,5/15/2022,May,8.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,30.5,5.66,
pimo,pimo,574,c,11,10,5/15/2022,May,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19,6.59,
pimo,pimo,575,c,11,11,5/15/2022,May,8.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.4,6.58,
pimo,pimo,x,c,11,12,5/15/2022,May,8.2,3,,6/24/2022,June,15.3,3.5,7.598,8.965,0.847518126,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,576,c,11,13,5/15/2022,May,11.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.8,7.64,
pimo,pimo,577,c,11,14,5/15/2022,May,5.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.6,5.97,
pimo,pimo,578,c,11,15,5/15/2022,May,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.5,8.05,
pimo,pimo,579,c,11,16,5/15/2022,May,8.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.8,6.47,
pimo,pimo,580,c,12,1,5/15/2022,May,7.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.3,6.79,
pimo,pimo,581,c,12,2,5/15/2022,May,6.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.5,5.13,
pimo,pimo,582,c,12,3,5/15/2022,May,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.6,6.3,
pimo,pimo,583,c,12,4,5/15/2022,May,8.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.7,6.38,
pimo,pimo,584,c,12,5,5/15/2022,May,7.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.5,7.72,
pimo,pimo,585,c,12,6,5/15/2022,May,8.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.5,7.22,
pimo,pimo,586,c,12,7,5/15/2022,May,8.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19,5.24,
pimo,pimo,587,c,12,8,5/15/2022,May,6.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.2,6.79,
pimo,pimo,588,c,12,9,5/15/2022,May,8.8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.3,7.75,
pimo,pimo,589,c,12,10,5/15/2022,May,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,26.5,7.21,
pimo,pimo,x,c,12,11,5/15/2022,May,9.7,4,,6/24/2022,June,16.1,4,8.372,9.492,0.8820059,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,590,c,12,12,5/15/2022,May,10.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.1,6.03,
pimo,pimo,591,c,12,13,5/15/2022,May,6.9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.5,5.15,
pimo,pimo,592,c,12,14,5/15/2022,May,9.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.2,6.92,
pimo,pimo,x,c,12,15,5/15/2022,May,7,3,,6/24/2022,June,10.5,4,7.817,8.932,0.875167936,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,593,c,12,16,5/15/2022,May,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.9,6.45,
pimo,pimo,940,d,1,1,5/15/2022,May,8.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.2,5.27,
pimo,pimo,941,d,1,2,5/15/2022,May,6.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.4,5.99,
pimo,pimo,942,d,1,3,5/15/2022,May,6.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.7,5.33,
pimo,pimo,943,d,1,4,5/15/2022,May,6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.7,5.97,
pimo,pimo,944,d,1,5,5/15/2022,May,6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11,4.84,
pimo,pimo,945,d,1,6,5/15/2022,May,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.2,4.67,
pimo,pimo,946,d,1,7,5/15/2022,May,9.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.1,6.17,
pimo,pimo,947,d,1,8,5/15/2022,May,7.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.7,5.5,
pimo,pimo,948,d,1,9,5/15/2022,May,7.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.2,5.21,
pimo,pimo,949,d,1,10,5/15/2022,May,7.9,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.1,6.37,
pimo,pimo,950,d,1,11,5/15/2022,May,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.3,4.84,
pimo,pimo,951,d,1,12,5/15/2022,May,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.6,5.94,
pimo,pimo,952,d,1,13,5/15/2022,May,9.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.7,6.12,
pimo,pimo,x,d,1,14,5/15/2022,May,9.3,4,,,,,,,,,,9/7/2022,Aug/Sept,19.2,6.32,13.935,15.673,0.889108658,-1.22,-0.29,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,953,d,1,15,5/15/2022,May,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.2,5.11,
pimo,pimo,x,d,1,16,5/15/2022,May,9.6,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,14.1,5.73,13.514,13.108,1.030973451,,-0.63,-0.8,-0.75,,12/12/2022,December,x,x,
pimo,pimo,954,d,2,1,5/15/2022,May,5.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.1,6.38,
pimo,pimo,955,d,2,2,5/15/2022,May,6.7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.7,6.41,
pimo,pimo,956,d,2,3,5/15/2022,May,5.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.4,5.62,
pimo,pimo,x,d,2,4,5/15/2022,May,5.5,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,14.6,6.32,15.272,16.408,0.93076548,,-1.09,-0.89,-0.83,,12/12/2022,December,x,x,
pimo,pimo,957,d,2,5,5/15/2022,May,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,10.3,5.49,
pimo,pimo,958,d,2,6,5/15/2022,May,3.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.2,6.64,
pimo,pimo,959,d,2,7,5/15/2022,May,7.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.4,6.61,
pimo,pimo,x,d,2,8,5/15/2022,May,7.2,3,,,,,,,,,,9/7/2022,Aug/Sept,12.5,6.13,12.242,14.947,0.81902723,-1.01,-0.31,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,960,d,2,9,5/15/2022,May,5.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.7,7.12,
pimo,pimo,961,d,2,10,5/15/2022,May,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.3,7.28,
pimo,pimo,962,d,2,11,5/15/2022,May,6.2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.6,5.36,
pimo,pimo,963,d,2,12,5/15/2022,May,8.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.2,5.19,
pimo,pimo,964,d,2,13,5/15/2022,May,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,9.7,5.19,Muliple leaders
pimo,pimo,965,d,2,14,5/15/2022,May,8.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.5,10.7,
pimo,pimo,966,d,2,15,5/15/2022,May,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.6,5.64,
pimo,pimo,967,d,2,16,5/15/2022,May,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.2,5.71,
pimo,pimo,968,d,3,1,5/15/2022,May,8,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21,6.7,
pimo,pimo,969,d,3,2,5/15/2022,May,9.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.2,5.4,
pimo,pimo,970,d,3,3,5/15/2022,May,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.7,6.4,
pimo,pimo,971,d,3,4,5/15/2022,May,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.2,6.2,Multiple leaders
pimo,pimo,972,d,3,5,5/15/2022,May,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.5,5.3,
pimo,pimo,973,d,3,6,5/15/2022,May,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.2,6,
pimo,pimo,974,d,3,7,5/15/2022,May,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.9,5.3,
pimo,pimo,975,d,3,8,5/15/2022,May,5.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.9,6,
pimo,pimo,976,d,3,9,5/15/2022,May,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.3,5.3,
pimo,pimo,977,d,3,10,5/15/2022,May,5.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.2,6.3,
pimo,pimo,x,d,3,11,5/15/2022,May,4.7,3,,6/24/2022,June,8,3,8.114,9.621,0.843363476,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,978,d,3,12,5/15/2022,May,10.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.4,5.6,
pimo,pimo,979,d,3,13,5/15/2022,May,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,7.9,5.3,
pimo,pimo,980,d,3,14,5/15/2022,May,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.9,6.9,
pimo,pimo,981,d,3,15,5/15/2022,May,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.1,6.2,
pimo,pimo,982,d,3,16,5/15/2022,May,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.6,6.6,
pimo,pimo,983,d,4,1,5/15/2022,May,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.6,6.8,
pimo,pimo,984,d,4,2,5/15/2022,May,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.5,5.3,
pimo,pimo,985,d,4,3,5/15/2022,May,5.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.1,4.6,
pimo,pimo,986,d,4,4,5/15/2022,May,8.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.9,6.3,
pimo,pimo,987,d,4,5,5/15/2022,May,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.7,4.8,
pimo,pimo,988,d,4,6,5/15/2022,May,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.5,6.3,
pimo,pimo,989,d,4,7,5/15/2022,May,8.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.7,6.4,
pimo,pimo,990,d,4,8,5/15/2022,May,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.2,4.2,
pimo,pimo,x,d,4,9,5/15/2022,May,5.9,3,,6/24/2022,June,10.6,3,7.653,8.694,0.88026225,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,991,d,4,10,5/15/2022,May,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.2,6.5,
pimo,pimo,992,d,4,11,5/15/2022,May,5.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.5,6.1,
pimo,pimo,993,d,4,12,5/15/2022,May,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.6,6,
pimo,pimo,994,d,4,13,5/15/2022,May,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.5,4.8,
pimo,pimo,995,d,4,14,5/15/2022,May,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.2,5.6,
pimo,pimo,996,d,4,15,5/15/2022,May,7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.7,4.9,
pimo,pimo,997,d,4,16,5/15/2022,May,10.2,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.7,6.9,
pimo,pimo,998,d,5,1,5/15/2022,May,7.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.7,6.5,
pimo,pimo,999,d,5,2,5/15/2022,May,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.8,6.3,
pimo,pimo,1000,d,5,3,5/15/2022,May,7.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.2,6.4,
pimo,pimo,1404,d,5,4,5/15/2022,May,9.3,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.7,6.4,
pimo,pimo,1405,d,5,5,5/15/2022,May,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.3,6,
pimo,pimo,x,d,5,6,5/15/2022,May,8.2,4,,6/24/2022,June,15.8,4,7.644,8.555,0.893512566,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1406,d,5,7,5/15/2022,May,8.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.4,6.4,
pimo,pimo,1407,d,5,8,5/15/2022,May,4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.7,5.6,
pimo,pimo,1408,d,5,9,5/15/2022,May,7.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.2,6.9,
pimo,pimo,1409,d,5,10,5/15/2022,May,6.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.2,5.7,
pimo,pimo,1410,d,5,11,5/15/2022,May,7.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,23.9,6.3,
pimo,pimo,1411,d,5,12,5/15/2022,May,5.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.7,5.2,
pimo,pimo,x,d,5,13,5/15/2022,May,7.2,3.5,,,,,,,,,,,,,,,,,,,,12/8/2022,December,20.5,6.59,18.381,17.355,1.05911841,,-0.63,-0.8,-0.75,,12/12/2022,December,x,x,
pimo,pimo,1412,d,5,14,5/15/2022,May,4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,10.4,4.9,
pimo,pimo,1413,d,5,15,5/15/2022,May,7.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.9,5.3,
pimo,pimo,1414,d,5,16,5/15/2022,May,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18,6.6,
pimo,pimo,1415,d,6,1,5/15/2022,May,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.5,5.31,
pimo,pimo,1416,d,6,2,5/15/2022,May,8.4,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.6,6.04,
pimo,pimo,x,d,6,3,5/15/2022,May,7.7,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,10.6,4.81,12.379,13.155,0.941011022,,-0.87,-0.98,-0.72,,12/12/2022,December,x,x,
pimo,pimo,1417,d,6,4,5/15/2022,May,9.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.5,5.61,
pimo,pimo,x,d,6,5,5/15/2022,May,6.5,3,,,,,,,,,,9/7/2022,Aug/Sept,13.8,5.2,10.953,12.673,0.864278387,-1.51,-0.31,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1418,d,6,6,5/15/2022,May,7.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,20.7,5.77,
pimo,pimo,1419,d,6,7,5/15/2022,May,7.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14,4.74,
pimo,pimo,1420,d,6,8,5/15/2022,May,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.2,5.48,
pimo,pimo,1421,d,6,9,5/15/2022,May,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.2,5.37,
pimo,pimo,1422,d,6,10,5/15/2022,May,9.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.1,6.14,
pimo,pimo,1423,d,6,11,5/15/2022,May,8.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.5,5.44,
pimo,pimo,1424,d,6,12,5/15/2022,May,7.3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.3,6.14,
pimo,pimo,1425,d,6,13,5/15/2022,May,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.7,5.65,
pimo,pimo,1426,d,6,14,5/15/2022,May,7.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.2,4.54,
pimo,pimo,1427,d,6,15,5/15/2022,May,7.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.6,5.16,
pimo,pimo,1428,d,6,16,5/15/2022,May,8.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17.7,5.44,
pimo,pimo,1429,d,7,1,5/15/2022,May,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.6,5.4,
pimo,pimo,1430,d,7,2,5/15/2022,May,5.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.7,5.7,
pimo,pimo,1431,d,7,3,5/15/2022,May,5.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.6,6.7,
pimo,pimo,1432,d,7,4,5/15/2022,May,3.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,17,5.8,
pimo,pimo,1433,d,7,5,5/15/2022,May,3.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.9,7.2,
pimo,pimo,1434,d,7,6,5/15/2022,May,9.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,24.3,6.4,
pimo,pimo,1435,d,7,7,5/15/2022,May,8.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.1,6.2,
pimo,pimo,1436,d,7,8,5/15/2022,May,5.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.5,6.3,
pimo,pimo,x,d,7,9,5/15/2022,May,6.4,3,,6/24/2022,June,11.5,3,7.732,8.992,0.859875445,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1437,d,7,10,5/15/2022,May,5.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15,6.5,
pimo,pimo,1438,d,7,11,5/15/2022,May,5.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19.2,5.7,
pimo,pimo,1439,d,7,12,5/15/2022,May,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.2,5.5,
pimo,pimo,1440,d,7,13,5/15/2022,May,6.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.6,5.9,
pimo,pimo,1441,d,7,14,5/15/2022,May,9.7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.8,6.9,
pimo,pimo,1442,d,7,15,5/15/2022,May,8.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.5,5.9,
pimo,pimo,1443,d,7,16,5/15/2022,May,6.1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,15.1,6.2,
pimo,pimo,1444,d,8,1,5/15/2022,May,6.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,9.7,5.1,
pimo,pimo,1445,d,8,2,5/15/2022,May,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.2,5.4,
pimo,pimo,1446,d,8,3,5/15/2022,May,7.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11,4.4,
pimo,pimo,1447,d,8,4,5/15/2022,May,8.2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.9,5.9,
pimo,pimo,x,d,8,5,5/15/2022,May,10.9,3,,,,,,,,,,,,,,,,,,,,12/8/2022,December,21.7,7.33,17.951,15.337,1.170437504,,-0.78,-0.75,-0.62,,12/12/2022,December,x,x,
pimo,pimo,1448,d,8,6,5/15/2022,May,5.5,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.7,4.4,
pimo,pimo,1449,d,8,7,5/15/2022,May,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,25.7,4.5,
pimo,pimo,x,d,8,8,5/15/2022,May,6.4,3,,,,,,,,,,9/7/2022,Aug/Sept,10.2,5.6,9.723,12.464,0.78008665,-0.94,-0.35,,,,,,,,,,,,,,12/12/2022,December,x,x,
pimo,pimo,1450,d,8,9,5/15/2022,May,6.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.6,5.8,
pimo,pimo,1451,d,8,10,5/15/2022,May,6.8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,21.6,5.5,
pimo,pimo,1452,d,8,11,5/15/2022,May,5.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,19,5,
pimo,pimo,1453,d,8,12,5/15/2022,May,5.6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,13.7,4.3,
pimo,pimo,1454,d,8,13,5/15/2022,May,3.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,11.5,5.2,
pimo,pimo,1455,d,8,14,5/15/2022,May,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.4,5.4,
pimo,pimo,1456,d,8,15,5/15/2022,May,5.6,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.7,6.7,
pimo,pimo,1457,d,8,16,5/15/2022,May,6.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,12.7,5.3,Multiple leaders
pimo,pimo,1458,d,9,1,5/15/2022,May,6.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,16.6,5.7,
pimo,pimo,1459,d,9,2,5/15/2022,May,4.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,9.8,4,
pimo,pimo,1460,d,9,3,5/15/2022,May,4.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,18.4,5.6,
pimo,pimo,1461,d,9,4,5/15/2022,May,7.1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,14.3,6.3,
pimo,pimo,1462,d,9,5,5/15/2022,May,6.9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/12/2022,December,22.2,5.5,
pimo,pimo,x,d,9,6,5/15/2022,May,6.1,3,,,,,,,,,,9/7/2022,Aug/Sept,14,5.96,12.766,15.86,0.804918033,-1.64,-0.63,,,,,,,,,,,,,,12/12/2022,December,x,x,
